text,species,laff,gender,missing,
um its not letting me put it in,deer,56,f,nm,
i managed to get unstuck,rabbit,79,m,trap,
see yall on the flip side,dog,117,m,trap,
stop crying,duck,105,m,drop,
btw,cat,55,f,nm,
who needs fireworks when we have cannon,cat,116,f,toon-up,
buy rivals of aether on steam,duck,105,m,drop,
did you get tokens,rabbit,116,f,drop,
it just said i won,deer,56,f,nm,
i think its just this district,rabbit,79,f,trap,
welcome to our club,crocodile,50,m,nm,
iconic reunion,cat,138,m,drop,
so many weirdos love this cannon huh,dog,133,m,trap,
hi,cat,123,f,trap,
i might leave the cannon,crocodile,50,m,nm,
i love being soft locked,deer,15,f,nm,
were a cult now,mouse,103,f,trap,
you can say cult sobbing,deer,15,f,nm,
man not even clash allows that,deer,15,f,nm,
lets make a ritual to summon the mods,duck,118,f,drop,
feels like last year,duck,138,m,drop,
dinky did you ever play total war medieval 2,cat,138,m,drop,
touch the cannon for tokens,cat,131,f,trap,
touch the cannon for tokens,crocodile,50,m,nm,
you dont hope this helps,duck,105,m,drop,
you will always return to the cannon,duck,105,m,drop,
why are yall near the cannon,duck,138,m,drop,
i think im stuck,deer,56,f,nm,
beans lets go,crocodile,50,m,nm,
ew dog we match,cat,116,f,toon-up,
town,deer,15,f,nm,
bro this gives nothing,cat,114,m,toon-up,
i landed on top of this building,dog,110,m,trap,
how u do,cat,109,f,trap,
that lag tho,cat,138,f,drop,
how to play,cat,138,f,drop,
oh cool thanks,cat,101,f,drop,
stuck,cat,108,f,toon-up,
the lag,cat,92,f,drop,
i cant get on,cat,92,f,drop,
i have a feeling ima crash,cat,138,f,drop,
lol,cat,138,f,drop,
hee hee i love it,cat,46,m,nm,
im supposed to be small so its usually funnier,cat,64,m,nm,
too much thinking involved,monkey,109,m,drop,
pirate water,monkey,109,m,drop,
can i play,mouse,120,f,drop,
never played lol,dog,122,f,drop,
oh lol,mouse,120,f,drop,
while,mouse,120,f,drop,
keeping your other from doing so,mouse,120,f,drop,
gg,mouse,120,f,drop,
want to try again,mouse,120,f,drop,
yes,dog,122,f,drop,
so you try to make a line of 4 while stopping me,mouse,120,f,drop,
wanna play,mouse,99,m,sound,
wanna go get cogs,crocodile,27,f,nm,
how do i choose,dog,122,f,drop,
croc twins,crocodile,24,m,nm,
how do you choose where it goes,dog,122,f,drop,
hover over the top,mouse,120,f,drop,
lol,dog,122,f,drop,
omg,dog,122,f,drop,
idk what to do,crocodile,27,f,nm,
heya,bear,120,m,trap,
i got 100 cream pies xd,dog,42,m,nm,
i saw our friend dr giggles,bear,120,m,trap,
have u been to the other stands,bear,120,m,trap,
yes,dog,42,m,nm,
i love these,dog,42,m,nm,
thats where u can double ur gags,bear,120,m,trap,
wow,dog,42,m,nm,
i am going to do that tonight,dog,42,m,nm,
thats what i did to max all gags last year,bear,120,m,trap,
i think after these pies i will give uberdog a break,dog,42,m,nm,
i hate,deer,29,f,nm,
sal am,cat,130,f,lure,
do u like sage mains,cat,130,f,lure,
yea,mouse,140,m,trap,
irk,mouse,140,m,trap,
salad,mouse,140,m,trap,
he has been live for 3 days,cat,130,f,lure,
my guy has 17 to go,cat,130,f,lure,
hours,cat,130,f,lure,
where is kenzie rewritten,mouse,140,m,trap,
whats awk,cat,137,f,drop,
no way ur hating on my hat,mouse,140,m,trap,
max told me to put it on,mouse,140,m,trap,
i hecking love ttr,cat,137,f,drop,
i hecking love valorant,cat,130,f,lure,
wait,mouse,140,m,trap,
u,cat,130,f,lure,
got dono walled by ken,mouse,140,m,trap,
omg no way im friends with a legend,mouse,140,m,trap,
how do i sell fish here,dog,66,f,nm,
get off,cat,16,m,nm,
there is a horizon over there,mouse,140,m,trap,
it is laggy,mouse,140,f,drop,
hi roxy,cat,134,m,drop,
meets cats lunch,cat,134,m,drop,
im doing good,mouse,136,f,drop,
u still doing this,dog,107,m,trap,
im once again asking for your support,dog,54,m,nm,
pain getting 500,mouse,140,f,drop,
sounds good,mouse,140,f,drop,
munch,mouse,140,f,drop,
what kind of ice cream,mouse,140,f,drop,
i like that as well,mouse,140,f,drop,
oof lag,cat,134,m,drop,
where not laggy,mouse,140,f,drop,
my mouse isnt working,rabbit,119,f,trap,
good thing you use your keyboard to play,crocodile,115,m,drop,
i need my mouse to click,rabbit,119,f,trap,
im in splat summit,pig,134,f,trap,
what are you going to do,mouse,140,f,drop,
idk prob go chill,mouse,134,m,drop,
wbu rainbow,mouse,134,m,drop,
princess,cat,112,f,trap,
i have to leave soon to get my daughter from work,mouse,140,f,drop,
hi,pig,106,f,trap,
pls dont call me that,pig,106,f,trap,
does it matter what kind of pies you buy,mouse,109,f,drop,
there u are,mouse,125,m,sound,
i was looking at the multipliers,cat,133,m,trap,
im at 15 20,mouse,125,m,sound,
aw,cat,103,m,trap,
i had work,cat,126,f,trap,
im tryna get my tp access now,cat,133,m,trap,
how many tokens do i need to buy the clothing,monkey,116,m,trap,
i ws on earlier was taking a quick nap,dog,109,m,drop,
okay so what if you use cakes,mouse,109,f,drop,
is the average higher,mouse,109,f,drop,
and thank you for your answer,mouse,109,f,drop,
it averages the same cream pie,duck,87,f,trap,
yo momma,monkey,116,m,trap,
should we do yo momma jokes,monkey,116,m,trap,
sorry it wasnt working for me,cat,26,f,nm,
chase left us alone with romeo,mouse,125,m,sound,
what u gonna do about it,duck,112,m,drop,
who are u,cat,126,f,trap,
why u talking tough cat,monkey,116,m,trap,
what is the tower,duck,87,f,trap,
tbh idk myself,duck,112,m,drop,
will the target ever come up,mouse,64,m,drop,
how does it start,mouse,27,f,nm,
cleff youre already a little damp,duck,87,f,trap,
the lag is insane lol,cat,26,f,nm,
true ,monkey,116,m,trap,
no fr,cat,18,f,nm,
im so laggy fr,cat,18,f,nm,
what yall rate interstellar,monkey,116,m,trap,
all this confetti in the lake cant be good for it,monkey,129,f,lure,
keep hitting the target,duck,112,m,drop,
but who wins the most,duck,87,f,trap,
but deer are annoying to me,crocodile,107,m,trap,
it depends how many times you hit the target,duck,112,m,drop,
ooh you can turn your cars cartoonival colors,dog,123,m,drop,
hi,crocodile,107,m,trap,
can you please move youre in my way,deer,111,f,drop,
bugs was my tto name,rabbit,112,m,drop,
keep romeo in check for me,mouse,125,m,sound,
ye,cat,140,m,drop,
i would sell hot chocolate in tto,crocodile,107,m,trap,
i miss,crocodile,107,m,trap,
or gift,dog,95,m,trap,
on monday,dog,95,m,trap,
i have absolutely 0,mouse,16,f,nm,
so they can have 30 in their mailbox,dog,95,m,trap,
im waiting for decreased fish rarity on silly,rabbit,112,m,drop,
bruh,cat,63,m,nm,
squirt if you do that and train without me,dog,95,m,trap,
ima be upset,dog,95,m,trap,
i keep getting the flu irl so im very distracted,monkey,18,m,nm,
it was in tto near the end i think they added,dog,95,m,trap,
tommy pls,cat,26,f,nm,
how do i get tokens,deer,107,f,drop,
excuse me,deer,107,f,drop,
tokens,deer,107,f,drop,
you play the games,rabbit,112,m,drop,
either cannon or trampoline,rabbit,112,m,drop,
or you can play picnic games,rabbit,112,m,drop,
where is fishing,deer,107,f,drop,
nw u can get me back lol,cat,139,m,toon-up,
i was thinking of changing my color,rabbit,112,m,drop,
fish in play grounds,crocodile,107,m,trap,
come back here for tokens,crocodile,107,m,trap,
wait it moved it for me lol wut,rabbit,64,f,nm,
i got the target from here lol,cat,135,m,drop,
if i run 3 will you come,dog,140,f,trap,
what happened,dog,140,f,trap,
bc for the past hour,cat,140,f,drop,
ive been waiting for u,cat,140,f,drop,
ill cj on pup,dog,140,f,trap,
u dont have to wait,dog,140,f,trap,
to make this faster,dog,140,f,trap,
this is a beautiful cannon,horse,17,m,nm,
did you see his mug shot,pig,108,f,trap,
right by the house too,pig,108,f,trap,
im just on for a minute i wanted to say hi,monkey,123,f,drop,
no more fever,pig,108,f,trap,
i know i wanna see her,pig,108,f,trap,
hello,cat,124,f,drop,
at the top,cat,124,f,drop,
what else fun is there to do here,mouse,74,f,drop,
what,bear,20,m,nm,
he said he coded it,mouse,140,f,trap,
how do we bring up sign,mouse,74,f,drop,
where is kit kat,cat,124,f,drop,
wait is it my turn,cat,124,f,drop,
you can capture,mouse,140,f,trap,
im cackling,cat,124,f,toon-up,
how rude,rabbit,126,f,toon-up,
but we can just do buildings if you want,cat,107,m,drop,
but on a quiet district,cat,107,m,drop,
imma block u reggie,cat,140,f,drop,
can u be mine,dog,140,m,trap,
okay,duck,102,m,trap,
he treats me right,dog,140,m,trap,
my hands burn constantly,dog,140,m,trap,
no you werent,cat,109,f,trap,
i got 19 clouds,cat,107,f,drop,
how,cat,107,f,drop,
dont do that,cat,63,f,nm,
november is a tough time,cat,140,m,drop,
exams and projects due before thanksgiving,cat,140,m,drop,
well just get them done beforehand,cat,109,f,trap,
hmm let me check,cat,140,m,drop,
ur not toony,cat,63,f,nm,
i think so,cat,63,f,nm,
remember what they took from us,dog,97,m,trap,
hello,cat,107,m,trap,
a height disadvantage,cat,127,f,drop,
youre,cat,127,f,drop,
ow,duck,65,m,trap,
are u serious,cat,134,m,toon-up,
equilibrium where are u,cat,127,f,drop,
cream,cat,127,f,drop,
im too small,cat,127,f,drop,
ayo,crocodile,34,m,nm,
hi,cat,131,m,trap,
nutty river wut,cat,122,m,trap,
im bored,cat,127,f,drop,
hi bored im gay,crocodile,34,m,nm,
i am bored of being gay,crocodile,106,m,lure,
gram,cat,140,f,drop,
guys how do u go back to main playground,duck,15,m,nm,
giga chad,monkey,108,m,trap,
ur looking at a pop star,cat,110,f,drop,
do yall have cj promo,cat,132,f,trap,
but all my friends on ttr,cat,140,f,drop,
go to sleep,dog,140,m,trap,
that shirt is cute,cat,138,f,toon-up,
whats it like in new toon city,dog,140,m,trap,
one last cream,cat,127,f,drop,
its me patches,cat,87,m,drop,
oh,cat,127,f,drop,
hey reggie,cat,109,f,trap,
nice to see u,cat,109,f,trap,
do u have toon gram,cat,109,f,trap,
ayo,crocodile,34,m,nm,
halo small kitties,duck,132,m,sound,
i feel like a celeb,cat,109,f,trap,
well you were toon gram famous in 2017,cat,140,m,drop,
omg i keep throwing pies when i talk,duck,132,m,sound,
guys,cat,134,m,toon-up,
me too,cat,134,m,toon-up,
shes breaking it down,cat,132,f,trap,
indeed,dog,140,m,trap,
i like ur bear,dog,140,m,trap,
if i tell him jump he gonna ask me how high,cat,108,f,drop,
ice that arc,cat,134,m,toon-up,
i like turtles,dog,140,m,trap,
that was the new pink,cat,127,f,drop,
and you,cat,127,f,drop,
back,dog,97,m,trap,
just for you,dog,97,m,trap,
im exhausted but i just had to come enjoy the party,cat,110,f,toon-up,
thats fair you should rest eventually though,rabbit,51,f,nm,
thats good,rabbit,51,f,nm,
where did eepy originate,mouse,140,m,drop,
as slang for sleepy,mouse,140,m,drop,
i always wondered the same but its so silly,rabbit,51,f,nm,
therefore,cat,110,f,toon-up,
eepy,cat,110,f,toon-up,
sorry i gtg im eepy,mouse,110,m,drop,
dreamland is my favorite place to be ngl,rabbit,51,f,nm,
a single lone bench on this tower,cat,135,m,toon-up,
i would honestly come up to here,cat,135,m,toon-up,
bandanas,dog,139,m,trap,
in 10 more years i can add toontown twenty,dog,139,m,trap,
i really just looked at the year and thought,cat,115,f,trap,
its already 20,cat,115,f,trap,
i never played,mouse,105,f,toon-up,
looked like this place,deer,113,m,trap,
tokens,dog,116,m,trap,
pls,horse,116,m,sound,
sos,horse,116,m,sound,
i see kitty,horse,116,m,sound,
yes,horse,116,m,sound,
drink up girl,horse,116,m,sound,
fr fr,horse,116,m,sound,
hold on one sec,cat,115,f,trap,
maggie is bringing me vine,cat,115,f,trap,
no tokens for game,cat,102,m,drop,
wow,cat,102,m,drop,
get some originality,horse,140,m,toon-up,
mhm,dog,111,m,trap,
thats what were going to be looking at with our triplets,dog,111,m,trap,
i forgot about them,mouse,80,m ,trap,
ok,cat,110,m,trap,
its my shift key,cat,148,f,drop,
wait i need to get some,cat,119,m,lure,8 subtraction starts here
checkers,bear,118,m,lure,
mike is now my friend,cat,148,f,trap,
jeans,cat,148,f,trap,
thank u for this,cat,148,f,drop,
itd be too much to like explain on tt chat,mouse,88,m,trap,
i like checkers,mouse,88,m,trap,
im changing my key bind,cat,148,f,drop,
do u want to play another game,dog,119,m,trap,
we can play chinese checkers but i doubt u know how,mouse,88,m,trap,
they are stars,dog,119,m,trap,
we look silly,cat,148,f,drop,
we must change,cat,148,f,drop,
gotta get that cartoonival drip,cat,123,f,trap,
literally like,dog,119,m,trap,
random fit selection,cat,123,f,trap,
wait the code,cat,148,f,drop,
whoever designed this get fired,dog,119,m,trap,
wouldve forgot,cat,148,f,drop,
and lily hello,dog,148,m,trap,
no,cat,119,m,lure,
sir reggie the third,dog,131,m,trap,
fr,dog,131,m,trap,
my girl got mad at you,dog,146,f,trap,
i was trying to get you in the cannon,dog,146,f,trap,
mods theyre trying to get my friend,dog,146,f,trap,
there was a mod here so,dog,146,f,trap,
could i somehow convince you guys to voice call,cat,148,f,trap,
i unfortunately cannot,cat,148,f,drop,
i am here however for toon vibes,cat,148,f,drop,
welcome back pebbles,cat,148,f,drop,
idk what to do on here,cat,148,f,trap,
this is rhetorical,dog,119,m,trap,
trampoline is free dylan,dog,119,m,trap,
on his server,cat,123,f,trap,
cause you need to eat,dog,131,m,trap,
they sure are getting those coins,cat,32,m,nm,
bucko,dog,131,m,trap,
big rewards center,dog,119,m,trap,
its in the arrows of the rainbow bandana,dog,119,m,trap,
cat 1,deer,116,f,trap,
theres a bunch of lgbtq bandanas,dog,119,m,trap,
i got big coin thats all i care about,cat,114,m,toon-up,
mb,cat,114,m,toon-up,
just a few hours,cat,114,m,toon-up,
u are not jumping on this game is very hard,dog,119,m,trap,
play toontown on tv,cat,148,f,trap,
we lost,cat,131,f,trap,
it adds up to this round,cat,131,f,trap,
just takes more rounds now,cat,131,f,trap,
it wasnt my fault tho,cat,131,f,trap,
these prizes are fire,deer,137,m,trap,
11,duck,29,m,nm,
hi,duck,116,m,trap,
parker isnt looking for friends,cat,32,f,nm,
who wanna play,duck,92,m,drop,
so bad,cat,32,f,nm,
oh i love it and i hate it at the same time,cat,128,f,trap,
no i dont like you,dog,119,m,trap,
imagine u said no,dog,119,m,trap,
i was tempted to,cat,32,f,nm,
i wanted to bring her to get tokens,cat,32,f,nm,
like february,cat,32,f,nm,
i couldnt find u lol,cat,133,f,toon-up,
not doing much,cat,118,f,toon-up,
i got music playing and waiting for teh target,mouse,148,m,drop,
i got the stuff i needed on silly kitty,cat,118,f,toon-up,
oof,cat,122,m,drop,
snoozing detected,mouse,148,m,trap,
nice song choice,rabbit,59,f,nm,
how was your nap,rabbit,59,f,nm,
i got the big coin,mouse,88,m,trap,
and pain,cat,148,f,trap,
plz cleff i need the enby bandana,cat,122,m,drop,
i cant wait to check out his debut album,rabbit,59,f,nm,
sorry,cat,32,f,nm,
how do i get banned from toontown,cat,33,m,nm,
that is such a funny question,dog,88,m,trap,
cold coffee is bleh,cat,118,f,toon-up,
iced coffee year round,crocodile,114,m,lure,
i thought you meant iced coffee,rabbit,59,f,nm,
i havent had iced coffee yet,cat,118,f,toon-up,
from playing them,cat,33,m,nm,
i want to know enough for a hat,monkey,123,f,trap,
i had one when i was in greece they went kinda hard,cat,119,m,lure,
i never had one again tho idk why,cat,119,m,lure,
i hate starbucks,cat,119,m,lure,
its a short walk from my campus at college,mouse,148,m,drop,
their strawberry frappuccino goes hard,rabbit,59,f,nm,
water is all i need fr,cat,119,m,lure,
i live in gary the nicest town in america,cat,33,m,nm,
love the hat,monkey,123,f,trap,
also starbucks in colombia is weird because like,cat,118,f,toon-up,
they use our coffee anyways,cat,118,f,toon-up,
how often have you been to the us if any,mouse,148,m,drop,
in 2019,cat,118,f,toon-up,
next time i go to starbucks,rabbit,59,f,nm,
flippy needs to pay his fair share of taxes,cat,33,m,nm,
i wanna go back to europe for vacation one day,mouse,148,m,drop,
in the us,mouse,148,m,drop,
i could plan with my bf to stop for toonfest,cat,118,f,toon-up,
they see everywhere else as boring and lame,mouse,148,m,drop,
its actually clean,cat,126,m,toon-up,
universal was disappointing,cat,118,f,toon-up,
i mid 6,cat,126,m,toon-up,
everyone come to canada,crocodile,114,m,lure,
hello boss,cat,33,m,nm,
i think everyones apparently out of pie,mouse,88,m,trap,
hows the bugatti collection going,cat,33,m,nm,
ill brb,duck,135,m,trap,
im phillip whats your name,duck,23,m,nm,
you need to buy them,cat,119,f,drop,
do you wanna be friends with my sister and me,duck,23,m,nm,
we have cool items,duck,23,m,nm,
bro told you how to do it,cat,138,f,trap,
i have autism so no one likes me,duck,23,m,nm,
my sister is my only friend on this game,duck,23,m,nm,
buy ur own,cat,138,f,trap,
oh so you came,cat,63,m,nm,
what changed your mind,cat,63,m,nm,
whats good brother,crocodile,114,m,lure,
we blessing everyone with this view,cat,63,m,nm,
how do you play this one,duck,64,m,nm,
some refuse the gift,cat,63,m,nm,
i got my friend running to the end of the map,cat,63,m,nm,
hell be back in an hour,cat,63,m,nm,
the cannons brought me here,cat,63,m,nm,
thank you for coming to play,deer,124,f,trap,
toontown,cat,113,m,trap,
np,cat,113,m,trap,
wait are we still at the carnival,dog,43,f,nm,
oh lol thats cool,dog,43,f,nm,
oh hey you found the basement,cat,63,m,nm,
good night my friends be well c u soon,crocodile,114,m,lure,
take care,cat,63,m,nm,
see ya dude,cat,63,m,nm,
ready,dog,113,f,trap,
for like a second,cat,134,m,drop,
just that ddl coffee again,cat,134,m,drop,
no,cat,118,f,drop,
no more coffee for mr snoozing,mouse,148,m,drop,
they need to fix this,cat,118,f,drop,
bruh,cat,118,f,drop,
stop talking to the npc,cat,124,f,toon-up,
im done,cat,118,f,drop,
afk,cat,124,m,drop,
can we talk about how gross that water is,cat,148,m,toon-up,
